,filename,solvable,time_elapsed,max_depth,backtracks,solved_literals,n_steps,heuristic_used
161,9by9_cnf/9by9_162.cnf,True,0.0560712000001331,0,0,729,1,DLCS
162,9by9_cnf/9by9_163.cnf,True,0.042772100000092905,0,0,729,1,DLCS
163,9by9_cnf/9by9_164.cnf,True,1.4483425999997053,69,461,14376,940,DLCS
164,9by9_cnf/9by9_165.cnf,True,0.05820170000015423,0,0,729,1,DLCS
165,9by9_cnf/9by9_166.cnf,True,0.32337890000007974,49,79,3317,168,DLCS
166,9by9_cnf/9by9_167.cnf,True,0.3322299000001294,62,63,2868,132,DLCS
167,9by9_cnf/9by9_168.cnf,True,0.1056165999998484,26,31,1637,63,DLCS
168,9by9_cnf/9by9_169.cnf,True,1.2958810000000085,82,344,13662,708,DLCS
169,9by9_cnf/9by9_170.cnf,True,0.04803360000005341,0,0,729,1,DLCS
170,9by9_cnf/9by9_171.cnf,True,0.05208519999996497,0,0,729,1,DLCS
171,9by9_cnf/9by9_172.cnf,True,0.9225752000002103,60,312,12356,629,DLCS
172,9by9_cnf/9by9_173.cnf,True,0.220434600000317,51,46,2512,108,DLCS
173,9by9_cnf/9by9_174.cnf,True,0.0449375000002874,0,0,729,1,DLCS
174,9by9_cnf/9by9_175.cnf,True,0.6502148000004127,61,211,7007,434,DLCS
175,9by9_cnf/9by9_176.cnf,True,0.10275890000002619,24,26,1467,55,DLCS
176,9by9_cnf/9by9_177.cnf,True,0.06859950000034587,20,16,1170,37,DLCS
177,9by9_cnf/9by9_178.cnf,True,0.3286981999999625,55,92,3442,194,DLCS
178,9by9_cnf/9by9_179.cnf,True,0.5865422000001672,64,132,5208,278,DLCS
179,9by9_cnf/9by9_180.cnf,True,0.046258599999873695,0,0,729,1,DLCS
180,9by9_cnf/9by9_181.cnf,True,0.0823528000000806,28,11,946,40,DLCS
181,9by9_cnf/9by9_182.cnf,True,5.5396066000002975,89,1577,50931,3160,DLCS
182,9by9_cnf/9by9_183.cnf,True,0.05694139999968684,0,0,729,1,DLCS
183,9by9_cnf/9by9_184.cnf,True,0.05444089999991775,0,0,729,1,DLCS
184,9by9_cnf/9by9_185.cnf,True,0.045867899999848305,0,0,729,1,DLCS
185,9by9_cnf/9by9_186.cnf,True,0.23178740000003017,55,54,2182,141,DLCS
186,9by9_cnf/9by9_187.cnf,True,0.04685849999987113,0,0,729,1,DLCS
